pdv_id,regiao,uf,municipio,tipo_estabelecimento,tier_historico,volume_q4_2024_hl,volume_q4_2025_hl,delta_volume_yoy_pct,share_ardor_pct,gasto_posm_trim_brl,visitas_promotor_mes,posm_instalado_cod,nps_dono_q4_2024,nps_dono_q4_2025,meses_no_programa,concorrentes_premium_no_pdv,evento_ativacional_2025
PDV-00742,Sudeste,RJ,Petrópolis,restaurante,C,11.0,10.6,-3.6,9.2,566.0,3,LUM,73,68,47,0,0
PDV-01396,Sudeste,SP,São Paulo,bar premium,B,35.6,12.2,-65.7,35.0,1485.0,3,FRZ|KVI,62,35,47,5,0
PDV-00239,Sudeste,SP,São José dos Campos,choperia,C,10.6,9.4,-11.3,14.1,646.0,3,LUM,76,57,47,1,0
PDV-03683,Nordeste,CE,Fortaleza,bar premium,C,6.2,7.5,21.0,7.3,710.0,3,BAL|LUM|MES,79,65,47,1,0
PDV-01349,Sudeste,SP,Santos,gastrobar,C,10.0,9.2,-8.0,8.2,667.0,4,FRZ|KVI|MES,63,63,47,1,0
PDV-01624,Sudeste,RJ,Niterói,bar premium,B,25.8,23.0,-10.9,10.4,1112.0,6,BAL|FRZ,70,56,47,1,0
PDV-02739,Sul,RS,Caxias do Sul,gastrobar,C,13.5,9.3,-31.1,24.8,677.0,5,LUM,79,53,47,3,0
PDV-01121,Sudeste,SP,São José dos Campos,rooftop,B,42.3,44.1,4.3,29.1,1320.0,4,BAL|LUM|MES,50,49,47,1,1
PDV-03040,Centro-Oeste,GO,Goiânia,gastrobar,C,10.4,6.3,-39.4,7.0,613.0,5,KVI|LUM|MES,62,35,6,4,0
PDV-01755,Sudeste,RJ,Niterói,gastrobar,C,7.8,7.0,-10.3,25.8,761.0,2,BAL|KVI,51,40,34,0,1
PDV-02827,Sul,RS,Porto Alegre,gastrobar,A,143.3,142.3,-0.7,38.7,2870.0,5,FRZ|LUM|MES,51,49,47,0,0
PDV-01158,Sudeste,SP,Santos,bar premium,A,90.4,55.3,-38.8,30.2,2505.0,5,BAL|LUM|MES,66,59,47,4,1
PDV-01591,Sudeste,ES,Vitória,bar premium,B,51.7,51.2,-1.0,23.0,1105.0,4,BAL|FRZ|KVI|MES,45,29,47,0,0
PDV-01772,Sudeste,SP,Campinas,bar premium,A,176.5,128.9,-27.0,25.2,2429.0,6,BAL|CHP|FRZ|KVI|LUM|MES,70,61,12,2,0
PDV-00258,Sudeste,MG,Uberlândia,bar premium,B,55.5,27.9,-49.7,23.8,1051.0,3,BAL|CHP|LUM,67,47,12,4,1
PDV-00092,Sudeste,MG,Uberlândia,gastrobar,A,152.7,99.6,-34.8,35.9,2200.0,6,BAL|CHP|FRZ|KVI|MES,86,78,47,3,0
PDV-03182,Centro-Oeste,MS,Campo Grande,gastrobar,A,88.4,89.8,1.6,39.7,2304.0,8,BAL|FRZ|KVI|LUM|MES,56,35,34,1,0
PDV-01765,Sudeste,RJ,Petrópolis,rooftop,C,8.8,8.1,-8.0,16.3,853.0,3,BAL|FRZ|KVI,56,44,47,0,0
PDV-02733,Sul,PR,Curitiba,pub,B,28.3,26.8,-5.3,13.5,1156.0,4,BAL|CHP|KVI|LUM,58,39,47,2,0
PDV-00004,Sudeste,ES,Vila Velha,bar premium,A,152.2,86.4,-43.2,27.1,1991.0,6,BAL|CHP|FRZ|KVI,43,35,47,4,0
PDV-00983,Sudeste,SP,Santos,gastrobar,C,8.7,8.7,0.0,6.1,819.0,4,FRZ|KVI|MES,61,51,36,1,1
PDV-00949,Sudeste,SP,Campinas,bar premium,A,146.8,134.7,-8.2,23.8,2540.0,5,BAL|CHP|FRZ|MES,57,50,47,1,1
PDV-01540,Sudeste,SP,Ribeirão Preto,restaurante,C,18.2,11.7,-35.7,17.1,572.0,5,CHP|FRZ,70,51,47,3,0
PDV-02152,Sul,SC,Balneário Camboriú,gastrobar,A,105.2,90.2,-14.3,20.6,2701.0,8,BAL|KVI|LUM|MES,69,71,47,2,0
PDV-03462,Nordeste,CE,Juazeiro do Norte,restaurante,A,52.6,28.4,-46.0,29.4,2596.0,6,BAL|CHP|FRZ|KVI|LUM,71,65,43,5,0
PDV-03527,Nordeste,RN,Natal,restaurante,A,100.0,81.1,-18.9,29.6,2229.0,7,CHP|FRZ|LUM|MES,63,49,47,3,1
PDV-00974,Sudeste,RJ,Petrópolis,bar premium,C,25.4,20.3,-20.1,17.9,640.0,3,CHP,55,42,47,2,0
PDV-01329,Sudeste,MG,Juiz de Fora,bar premium,A,166.5,120.4,-27.7,28.2,2581.0,7,BAL|CHP|FRZ|LUM,41,21,41,3,0
PDV-00256,Sudeste,SP,Ribeirão Preto,restaurante,B,27.4,13.1,-52.2,19.7,1142.0,3,BAL|FRZ|LUM,58,48,47,4,0
PDV-00142,Sudeste,SP,Ribeirão Preto,pub,B,41.7,34.8,-16.5,14.1,1302.0,3,BAL|LUM,70,67,47,2,0
PDV-03493,Nordeste,PE,Caruaru,restaurante,B,19.1,19.5,2.1,29.8,1225.0,5,CHP|KVI|LUM,61,51,38,1,0
PDV-00278,Sudeste,MG,Belo Horizonte,bar premium,B,48.8,29.1,-40.4,21.5,1122.0,3,KVI|LUM,67,61,27,3,0
PDV-02446,Sul,SC,Balneário Camboriú,pub,A,68.6,32.7,-52.3,32.0,2031.0,4,BAL|CHP|KVI|LUM,60,58,47,3,1
PDV-02825,Sul,PR,Curitiba,gastrobar,A,104.2,93.2,-10.6,30.1,1890.0,7,CHP|LUM|MES,91,89,47,2,0
PDV-00189,Sudeste,SP,São Paulo,restaurante,C,14.2,9.5,-33.1,8.7,865.0,4,FRZ|LUM|MES,51,33,19,4,1
PDV-03581,Nordeste,RN,Natal,bar premium,A,85.3,85.1,-0.2,31.6,2270.0,7,BAL|CHP|FRZ|KVI|MES,85,79,47,2,0
PDV-03780,Nordeste,PE,Caruaru,restaurante,A,110.5,117.0,5.9,25.5,2517.0,8,BAL|FRZ|LUM|MES,62,65,47,0,0
PDV-01649,Sudeste,SP,São Paulo,gastrobar,C,27.9,21.3,-23.7,21.7,716.0,2,FRZ,70,73,47,2,0
PDV-00086,Sudeste,RJ,Petrópolis,choperia,B,35.3,18.2,-48.4,22.8,1512.0,3,BAL|CHP|FRZ|LUM,64,63,47,5,0
PDV-01507,Sudeste,SP,Ribeirão Preto,choperia,A,203.0,148.6,-26.8,30.8,2259.0,6,BAL|FRZ|MES,53,34,47,3,1
PDV-02045,Sul,PR,Curitiba,bar premium,B,25.5,17.2,-32.5,20.4,1143.0,1,FRZ|KVI|LUM,43,36,10,4,0
PDV-03589,Nordeste,CE,Fortaleza,bar premium,B,20.8,24.4,17.3,22.0,1106.0,5,BAL|CHP|FRZ|LUM,63,49,19,0,1
PDV-02881,Centro-Oeste,DF,Brasília,gastrobar,C,15.2,14.7,-3.3,4.7,758.0,2,LUM,27,14,6,0,0
PDV-00854,Sudeste,SP,Ribeirão Preto,restaurante,C,8.5,5.7,-32.9,8.2,658.0,5,KVI|LUM,56,38,47,3,1
PDV-00012,Sudeste,RJ,Rio de Janeiro,bar premium,A,69.2,62.0,-10.4,36.0,2621.0,6,BAL|CHP|KVI,51,26,47,2,1
PDV-02264,Sul,SC,Florianópolis,rooftop,B,33.7,32.1,-4.7,23.8,1032.0,4,BAL|KVI|LUM|MES,68,63,26,2,1
PDV-03194,Centro-Oeste,GO,Anápolis,bar premium,C,7.6,7.2,-5.3,14.0,679.0,2,CHP,72,59,47,1,0
PDV-02368,Sul,PR,Londrina,gastrobar,C,9.7,9.7,0.0,18.8,820.0,3,BAL|LUM,54,53,11,1,0
PDV-00947,Sudeste,RJ,Niterói,gastrobar,B,32.0,25.0,-21.9,28.9,978.0,4,BAL|CHP|LUM,64,49,47,2,0
PDV-03439,Nordeste,CE,Juazeiro do Norte,pub,B,22.9,26.3,14.8,18.8,1025.0,5,BAL|KVI|MES,78,65,47,0,0
PDV-01370,Sudeste,SP,São José dos Campos,gastrobar,B,24.8,14.8,-40.3,23.4,1225.0,3,LUM|MES,84,69,47,4,0
PDV-02303,Sul,SC,Balneário Camboriú,choperia,C,18.1,10.6,-41.4,14.8,635.0,5,BAL|KVI,63,38,47,5,0
PDV-03161,Centro-Oeste,GO,Anápolis,pub,A,95.3,79.7,-16.4,30.1,2331.0,7,FRZ|KVI|MES,64,63,47,2,1
PDV-02005,Sul,PR,Maringá,bar premium,A,93.5,88.2,-5.7,35.3,2360.0,8,BAL|CHP|FRZ|KVI|LUM|MES,66,62,47,1,1
PDV-03363,Centro-Oeste,GO,Anápolis,restaurante,C,4.1,3.7,-9.8,16.1,837.0,3,BAL|CHP|FRZ,66,55,23,1,0
PDV-03502,Nordeste,BA,Feira de Santana,gastrobar,B,32.7,36.0,10.1,17.0,1282.0,4,BAL|CHP|KVI,56,53,41,0,0
PDV-01917,Sudeste,RJ,Rio de Janeiro,pub,B,56.3,56.2,-0.2,28.6,1177.0,3,BAL|CHP|FRZ|LUM,71,74,47,0,0
PDV-00743,Sudeste,RJ,Niterói,bar premium,A,146.7,140.5,-4.2,30.4,2315.0,5,BAL|CHP|FRZ|MES,54,40,47,0,1
PDV-03070,Centro-Oeste,MT,Cuiabá,pub,C,9.2,5.0,-45.7,7.2,685.0,3,FRZ|MES,60,52,47,4,0
PDV-00312,Sudeste,RJ,Petrópolis,restaurante,B,42.9,29.2,-31.9,37.1,1298.0,6,CHP|FRZ|KVI|LUM,52,34,47,3,1
PDV-01543,Sudeste,RJ,Niterói,pub,A,59.4,57.0,-4.0,23.8,2775.0,5,BAL|CHP|KVI|LUM|MES,67,63,47,1,1
PDV-03545,Nordeste,RN,Natal,gastrobar,C,5.3,5.9,11.3,7.1,710.0,3,CHP|KVI,58,77,12,0,0
PDV-03807,Nordeste,PE,Caruaru,restaurante,B,16.6,16.6,0.0,19.1,1191.0,4,CHP|KVI|LUM,67,44,47,2,1
PDV-00918,Sudeste,MG,Juiz de Fora,pub,C,13.1,12.2,-6.9,5.3,695.0,4,BAL|MES,47,33,47,0,1
PDV-03824,Nordeste,BA,Feira de Santana,choperia,B,30.2,31.5,4.3,31.2,1786.0,5,CHP|FRZ|LUM|MES,61,42,47,2,0
PDV-02729,Sul,RS,Pelotas,bar premium,A,169.3,159.5,-5.8,30.7,3004.0,5,BAL|CHP|FRZ|KVI|LUM|MES,80,64,30,2,0
PDV-02336,Sul,SC,Florianópolis,pub,A,84.6,76.4,-9.7,27.4,2482.0,6,BAL|CHP|FRZ|KVI|LUM|MES,69,54,47,0,1
PDV-00705,Sudeste,SP,Santos,pub,B,36.5,33.3,-8.8,20.5,1097.0,3,KVI|MES,69,68,47,1,0
PDV-01608,Sudeste,MG,Uberlândia,gastrobar,B,37.6,20.6,-45.2,3.3,1063.0,4,BAL|CHP|KVI,64,47,47,5,0
PDV-03797,Nordeste,BA,Salvador,gastrobar,C,24.0,27.9,16.2,16.6,757.0,2,CHP|FRZ,72,68,47,0,0
PDV-01096,Sudeste,RJ,Petrópolis,gastrobar,C,20.1,18.7,-7.0,14.3,777.0,3,BAL|CHP|LUM,72,49,47,2,0
PDV-00989,Sudeste,SP,Santos,rooftop,C,16.5,9.1,-44.8,12.0,729.0,4,BAL|FRZ|KVI,37,15,27,4,0
PDV-02862,Centro-Oeste,MT,Cuiabá,bar premium,C,23.1,21.8,-5.6,16.7,650.0,4,CHP|LUM,51,46,46,0,0
PDV-00740,Sudeste,SP,Ribeirão Preto,bar premium,C,23.9,19.7,-17.6,12.5,659.0,2,LUM,67,55,47,2,0
PDV-01232,Sudeste,RJ,Niterói,bar premium,C,8.2,7.4,-9.8,15.5,542.0,4,BAL|MES,65,56,47,1,0
PDV-02370,Sul,PR,Maringá,pub,A,74.1,46.8,-36.8,32.9,2435.0,5,BAL|FRZ|KVI,63,52,47,3,0
PDV-00211,Sudeste,MG,Belo Horizonte,bar premium,B,35.6,31.4,-11.8,16.9,971.0,6,FRZ|LUM,39,30,47,2,1
PDV-00569,Sudeste,SP,Santos,pub,B,30.0,26.7,-11.0,27.1,1046.0,6,BAL|KVI|LUM|MES,39,34,47,0,0
PDV-01356,Sudeste,SP,Santos,bar premium,C,18.5,8.2,-55.7,9.4,728.0,5,FRZ|LUM,61,46,47,4,1
PDV-00450,Sudeste,ES,Vila Velha,bar premium,C,25.5,22.9,-10.2,14.2,725.0,4,FRZ|MES,68,48,15,1,0
PDV-02279,Sul,PR,Curitiba,bar premium,C,15.4,16.6,7.8,15.7,682.0,2,FRZ|MES,49,52,47,1,1
PDV-00335,Sudeste,RJ,Rio de Janeiro,bar premium,C,13.4,6.6,-50.7,14.3,649.0,4,FRZ,57,47,47,3,0
PDV-01524,Sudeste,SP,São Paulo,gastrobar,A,124.0,75.0,-39.5,38.8,2582.0,4,BAL|CHP|FRZ|KVI|LUM|MES,86,70,47,3,0
PDV-02147,Sul,RS,Porto Alegre,bar premium,C,6.9,4.6,-33.3,5.9,770.0,3,BAL|CHP|KVI,59,35,47,4,0
PDV-00445,Sudeste,RJ,Petrópolis,gastrobar,A,54.6,44.7,-18.1,25.7,2453.0,6,CHP|FRZ|KVI,51,43,40,2,1
PDV-03708,Nordeste,BA,Salvador,pub,B,14.1,16.0,13.5,12.7,1375.0,4,BAL|FRZ,78,64,13,0,1
PDV-03379,Centro-Oeste,GO,Anápolis,pub,A,119.3,89.4,-25.1,35.2,2429.0,7,FRZ|KVI|LUM,78,65,24,1,1
PDV-01006,Sudeste,SP,São José dos Campos,restaurante,A,109.8,65.1,-40.7,28.5,2513.0,6,BAL|CHP|FRZ|KVI|LUM|MES,49,44,47,4,1
PDV-02467,Sul,RS,Porto Alegre,pub,C,11.9,10.8,-9.2,6.9,824.0,3,BAL|MES,76,57,47,2,0
PDV-02458,Sul,SC,Florianópolis,rooftop,C,16.9,16.9,0.0,8.3,666.0,4,BAL|CHP|MES,53,41,47,0,1
PDV-03418,Nordeste,PE,Recife,gastrobar,B,21.9,25.2,15.1,20.3,1164.0,3,CHP|MES,49,46,47,1,1
PDV-03681,Nordeste,CE,Juazeiro do Norte,gastrobar,C,6.2,6.6,6.5,12.9,628.0,3,FRZ|LUM,95,87,47,0,0
PDV-03773,Nordeste,CE,Juazeiro do Norte,pub,C,10.9,10.5,-3.7,16.7,676.0,3,BAL|KVI|LUM,55,43,47,2,1
PDV-02432,Sul,RS,Porto Alegre,choperia,B,17.2,18.5,7.6,22.2,1161.0,2,BAL|CHP|KVI|MES,50,33,47,0,0
PDV-00103,Sudeste,SP,Ribeirão Preto,gastrobar,A,109.4,88.6,-19.0,30.7,2346.0,5,BAL|CHP|FRZ|KVI|LUM|MES,72,60,47,2,1
PDV-00937,Sudeste,MG,Belo Horizonte,bar premium,C,6.4,5.7,-10.9,12.3,684.0,4,CHP|FRZ,47,32,47,1,0
PDV-03169,Centro-Oeste,MT,Cuiabá,restaurante,B,42.4,25.2,-40.6,23.9,1577.0,2,BAL|LUM,37,36,47,4,0
PDV-01596,Sudeste,SP,Santos,bar premium,C,13.4,11.6,-13.4,16.4,790.0,4,FRZ|MES,76,66,47,2,0
PDV-01655,Sudeste,SP,Santos,gastrobar,C,10.0,6.6,-34.0,11.2,750.0,3,KVI|LUM,74,62,6,3,0
PDV-00490,Sudeste,ES,Vila Velha,pub,B,41.8,29.7,-28.9,28.8,1332.0,4,FRZ|KVI|MES,66,48,47,3,0
PDV-01782,Sudeste,RJ,Niterói,pub,C,11.1,8.0,-27.9,17.8,551.0,4,FRZ,60,52,47,3,1
PDV-01194,Sudeste,SP,São Paulo,bar premium,C,5.3,4.3,-18.9,8.7,636.0,3,BAL|KVI|MES,54,32,47,3,1
PDV-03166,Centro-Oeste,GO,Anápolis,rooftop,A,40.7,18.9,-53.6,17.3,2457.0,5,BAL|CHP|FRZ|KVI|LUM|MES,72,52,47,5,1
PDV-01142,Sudeste,SP,Santos,bar premium,B,23.0,17.6,-23.5,23.0,1184.0,3,BAL|KVI|MES,79,63,47,2,1
PDV-01131,Sudeste,MG,Juiz de Fora,restaurante,C,36.7,28.6,-22.1,11.1,537.0,4,KVI|LUM,59,53,47,2,0
PDV-01825,Sudeste,SP,São Paulo,restaurante,B,27.0,24.0,-11.1,29.4,1258.0,4,BAL|FRZ|LUM|MES,72,62,47,1,0
PDV-03594,Nordeste,CE,Fortaleza,bar premium,B,36.3,41.0,12.9,15.4,1421.0,5,CHP|FRZ|LUM|MES,70,59,47,1,0
PDV-01453,Sudeste,RJ,Niterói,gastrobar,C,22.2,19.6,-11.7,8.7,705.0,2,BAL|KVI,52,49,46,2,1
PDV-02288,Sul,SC,Joinville,bar premium,B,49.3,44.0,-10.8,18.1,1192.0,5,FRZ|KVI|LUM|MES,36,23,47,2,1
PDV-00249,Sudeste,SP,Santos,restaurante,A,118.0,106.2,-10.0,34.7,1926.0,7,BAL|CHP|FRZ|KVI|LUM|MES,48,36,45,2,1
PDV-03778,Nordeste,PE,Caruaru,bar premium,B,36.2,33.7,-6.9,29.4,1409.0,4,FRZ|MES,52,48,8,2,0
PDV-01773,Sudeste,SP,Campinas,gastrobar,C,13.6,12.9,-5.1,31.1,578.0,3,CHP|KVI,71,56,47,2,1
PDV-02939,Centro-Oeste,DF,Brasília,pub,A,104.7,54.4,-48.0,27.3,2925.0,5,CHP|FRZ|KVI,63,49,47,4,0
PDV-02909,Centro-Oeste,MS,Campo Grande,rooftop,A,49.4,29.9,-39.5,28.9,2511.0,4,BAL|CHP|FRZ,52,45,23,3,0
PDV-01518,Sudeste,SP,São José dos Campos,rooftop,B,47.9,43.4,-9.4,18.3,1381.0,4,BAL|FRZ|KVI|MES,49,47,47,1,1
PDV-00810,Sudeste,MG,Juiz de Fora,gastrobar,A,154.2,145.5,-5.6,33.6,2137.0,6,CHP|FRZ|LUM|MES,68,57,40,0,0
PDV-01665,Sudeste,SP,Ribeirão Preto,gastrobar,A,117.5,100.3,-14.6,28.0,2439.0,8,CHP|FRZ|LUM,58,50,47,2,1
PDV-00407,Sudeste,MG,Juiz de Fora,bar premium,A,117.9,101.6,-13.8,28.2,2672.0,7,BAL|CHP|FRZ|LUM,66,48,34,2,0
PDV-00444,Sudeste,MG,Juiz de Fora,gastrobar,A,168.2,66.2,-60.6,31.7,2505.0,4,BAL|CHP|FRZ|KVI|LUM|MES,76,58,26,5,1
PDV-03269,Centro-Oeste,GO,Anápolis,restaurante,C,9.0,8.2,-8.9,17.7,695.0,5,CHP|KVI|MES,64,55,47,1,0
PDV-00726,Sudeste,SP,Campinas,choperia,B,51.4,46.2,-10.1,13.5,1379.0,2,BAL|CHP|MES,59,43,12,0,1
PDV-01199,Sudeste,SP,Ribeirão Preto,gastrobar,C,21.9,19.7,-10.0,4.8,697.0,3,BAL,70,65,47,1,0
PDV-01043,Sudeste,RJ,Petrópolis,bar premium,B,39.4,39.2,-0.5,25.5,1013.0,3,CHP|KVI|LUM,48,43,47,0,0
PDV-00059,Sudeste,RJ,Niterói,restaurante,B,27.0,15.6,-42.2,24.5,1097.0,4,BAL|FRZ|LUM|MES,51,37,47,3,0
PDV-00068,Sudeste,RJ,Petrópolis,bar premium,B,27.2,25.7,-5.5,28.4,1310.0,3,CHP|KVI|LUM|MES,71,58,22,0,0
PDV-00180,Sudeste,RJ,Rio de Janeiro,pub,A,105.4,93.7,-11.1,29.2,2333.0,6,BAL|CHP|FRZ|KVI|MES,76,72,47,1,1
PDV-00733,Sudeste,MG,Belo Horizonte,rooftop,C,11.9,11.0,-7.6,10.7,736.0,4,KVI|MES,51,44,47,1,0
PDV-03256,Centro-Oeste,MS,Campo Grande,pub,A,68.8,44.0,-36.0,23.6,1674.0,5,BAL|CHP|FRZ|KVI|MES,71,60,15,2,0
PDV-00615,Sudeste,MG,Juiz de Fora,pub,C,10.5,6.7,-36.2,17.7,720.0,5,CHP|MES,39,32,47,4,1
PDV-02386,Sul,PR,Londrina,choperia,C,6.8,6.2,-8.8,12.7,590.0,4,CHP|FRZ|KVI,49,43,47,1,1
PDV-03126,Centro-Oeste,MT,Cuiabá,choperia,B,26.5,22.7,-14.3,18.9,1056.0,4,BAL|CHP|FRZ|MES,51,49,47,0,0
PDV-02672,Sul,SC,Joinville,bar premium,C,9.3,10.6,14.0,20.4,759.0,3,FRZ|LUM,45,35,47,0,1
PDV-01262,Sudeste,RJ,Petrópolis,rooftop,B,47.8,44.9,-6.1,21.7,1477.0,3,BAL|KVI|LUM|MES,24,13,47,1,1
PDV-03654,Nordeste,PE,Olinda,bar premium,C,5.8,6.2,6.9,22.0,682.0,3,FRZ|KVI|MES,88,83,47,0,0
PDV-01203,Sudeste,RJ,Niterói,gastrobar,C,13.0,12.5,-3.8,13.7,716.0,3,CHP|MES,63,61,9,0,0
PDV-01554,Sudeste,RJ,Petrópolis,choperia,C,11.6,9.8,-15.5,11.2,646.0,3,CHP|LUM|MES,42,19,47,2,0
PDV-00917,Sudeste,RJ,Niterói,restaurante,C,26.6,20.3,-23.7,11.8,824.0,3,CHP|KVI,58,47,47,1,0
PDV-02554,Sul,PR,Maringá,choperia,C,9.3,8.8,-5.4,3.0,638.0,4,CHP,71,59,47,1,0
PDV-02855,Centro-Oeste,DF,Brasília,bar premium,B,40.6,22.9,-43.6,15.8,1435.0,3,FRZ|KVI|LUM|MES,59,47,47,4,1
PDV-00714,Sudeste,RJ,Petrópolis,bar premium,C,11.8,8.0,-32.2,13.1,726.0,5,KVI,48,39,47,4,1
PDV-02829,Sul,SC,Joinville,gastrobar,B,36.1,28.8,-20.2,17.2,1086.0,4,CHP|KVI,54,42,32,2,0
PDV-02044,Sul,RS,Pelotas,bar premium,B,46.8,47.4,1.3,28.0,1283.0,5,BAL|KVI,61,49,47,1,1
PDV-00149,Sudeste,RJ,Niterói,restaurante,A,78.6,55.1,-29.9,25.9,2284.0,5,BAL|CHP|KVI|LUM|MES,76,68,47,3,0
PDV-02643,Sul,PR,Curitiba,bar premium,A,62.8,33.7,-46.3,30.7,1956.0,5,BAL|CHP|FRZ|KVI|LUM|MES,52,27,47,4,1
PDV-01115,Sudeste,RJ,Niterói,rooftop,B,43.5,37.4,-14.0,12.4,1063.0,4,CHP|KVI|LUM|MES,75,69,47,1,0
PDV-03599,Nordeste,BA,Salvador,choperia,A,183.3,148.2,-19.1,20.7,2548.0,6,BAL|CHP|FRZ|MES,62,38,47,3,1
PDV-01838,Sudeste,MG,Belo Horizonte,restaurante,C,20.7,18.5,-10.6,18.3,759.0,3,CHP|FRZ|MES,55,48,29,1,0
PDV-00254,Sudeste,SP,Santos,bar premium,C,32.0,26.2,-18.1,15.8,667.0,3,CHP|KVI,84,76,47,2,0
PDV-00778,Sudeste,SP,Santos,choperia,C,8.5,5.3,-37.6,9.4,720.0,3,BAL,58,39,47,3,0
PDV-01260,Sudeste,SP,Santos,restaurante,A,102.3,56.8,-44.5,36.7,2456.0,6,BAL|CHP|KVI|LUM|MES,58,46,47,5,0
PDV-02722,Sul,RS,Caxias do Sul,bar premium,A,122.2,99.1,-18.9,28.8,2617.0,7,BAL|CHP|FRZ|KVI|MES,72,51,47,3,0
PDV-02756,Sul,PR,Maringá,gastrobar,A,67.0,36.0,-46.3,31.7,2875.0,4,BAL|CHP|FRZ|KVI|LUM|MES,64,47,47,5,1
PDV-02792,Sul,SC,Balneário Camboriú,gastrobar,B,63.7,55.9,-12.2,27.7,1236.0,5,BAL|KVI|MES,51,35,47,1,0
PDV-03138,Centro-Oeste,GO,Anápolis,bar premium,C,11.1,6.1,-45.0,16.6,627.0,3,MES,69,49,47,3,0
PDV-00550,Sudeste,SP,Ribeirão Preto,gastrobar,C,8.5,7.8,-8.2,14.5,712.0,4,BAL|FRZ|KVI,53,41,47,2,1
PDV-03431,Nordeste,CE,Fortaleza,bar premium,A,77.9,71.2,-8.6,29.2,2773.0,6,CHP|KVI|LUM,43,36,47,2,1
PDV-00966,Sudeste,SP,São José dos Campos,restaurante,C,20.0,13.6,-32.0,15.2,659.0,3,KVI,50,31,47,3,0
PDV-01539,Sudeste,MG,Uberlândia,gastrobar,A,119.5,73.3,-38.7,14.9,1940.0,5,CHP|FRZ|KVI|LUM,43,34,18,4,0
PDV-02974,Centro-Oeste,DF,Brasília,restaurante,C,14.3,8.3,-42.0,19.7,668.0,6,FRZ|KVI|MES,51,39,33,4,0
PDV-01636,Sudeste,SP,Santos,restaurante,C,11.9,7.1,-40.3,11.0,654.0,4,CHP|FRZ|KVI,56,34,47,5,0
PDV-00126,Sudeste,SP,Campinas,gastrobar,C,23.3,17.5,-24.9,16.8,836.0,4,MES,58,50,47,2,0
PDV-00941,Sudeste,SP,Santos,pub,B,29.5,24.3,-17.6,31.4,1443.0,1,BAL|FRZ|KVI|MES,79,67,35,1,0
PDV-03253,Centro-Oeste,DF,Brasília,pub,A,155.9,110.5,-29.1,39.6,2490.0,7,BAL|FRZ|KVI|LUM|MES,66,61,16,2,0
PDV-02954,Centro-Oeste,DF,Brasília,bar premium,C,15.6,13.1,-16.0,18.6,764.0,3,MES,62,44,47,1,0
PDV-00348,Sudeste,SP,Santos,bar premium,B,17.4,16.1,-7.5,20.4,1357.0,3,BAL|CHP|FRZ,68,48,47,0,0
PDV-02959,Centro-Oeste,GO,Anápolis,bar premium,C,9.6,7.3,-24.0,19.5,645.0,3,BAL|FRZ,72,59,47,3,0
PDV-01660,Sudeste,SP,São José dos Campos,pub,A,131.6,129.7,-1.4,27.1,2835.0,6,BAL|CHP|FRZ|LUM,69,59,15,0,1
PDV-00526,Sudeste,MG,Uberlândia,pub,B,36.2,32.7,-9.7,22.3,1055.0,4,BAL|FRZ|MES,56,36,35,1,0
PDV-02450,Sul,SC,Joinville,restaurante,A,84.1,50.4,-40.1,22.0,2148.0,5,BAL|KVI|MES,63,44,26,3,1
PDV-02118,Sul,PR,Curitiba,bar premium,C,9.5,11.0,15.8,20.5,638.0,2,BAL|CHP|MES,77,71,47,1,0
PDV-02511,Sul,SC,Joinville,bar premium,C,11.6,11.3,-2.6,13.0,635.0,3,CHP,37,22,47,1,1
PDV-02618,Sul,RS,Caxias do Sul,bar premium,B,36.9,36.3,-1.6,24.1,1312.0,5,CHP|KVI|LUM|MES,61,46,21,0,1
PDV-01634,Sudeste,RJ,Petrópolis,restaurante,B,33.5,14.3,-57.3,20.9,1144.0,5,CHP|FRZ|KVI|MES,55,42,47,4,1
PDV-01050,Sudeste,ES,Vitória,pub,B,56.6,47.8,-15.5,21.0,1317.0,3,BAL|LUM|MES,61,63,47,0,0
PDV-01455,Sudeste,SP,São José dos Campos,bar premium,A,103.8,48.1,-53.7,40.8,3067.0,4,CHP|FRZ|LUM|MES,76,64,31,5,1
PDV-00497,Sudeste,RJ,Niterói,bar premium,A,175.1,138.6,-20.8,29.5,2464.0,7,BAL|KVI|LUM,79,57,47,2,1
PDV-00874,Sudeste,SP,Santos,bar premium,C,7.3,5.6,-23.3,11.1,690.0,4,FRZ|KVI,60,32,47,3,1
PDV-02735,Sul,PR,Curitiba,bar premium,A,111.1,63.7,-42.7,22.4,2002.0,6,CHP|KVI|LUM|MES,67,61,47,3,0
PDV-03108,Centro-Oeste,DF,Brasília,gastrobar,B,39.0,36.1,-7.4,18.7,971.0,2,BAL|FRZ|MES,75,65,47,2,0
PDV-03832,Nordeste,PE,Recife,pub,C,15.3,15.6,2.0,17.6,646.0,1,CHP|MES,71,56,47,0,0
PDV-00533,Sudeste,MG,Juiz de Fora,bar premium,A,143.0,111.4,-22.1,32.1,2653.0,6,BAL|CHP|KVI,63,50,38,2,1
PDV-01058,Sudeste,SP,São Paulo,rooftop,C,5.0,3.7,-26.0,15.8,626.0,3,CHP|LUM|MES,71,48,47,2,0
PDV-03767,Nordeste,CE,Juazeiro do Norte,pub,A,94.2,103.2,9.6,30.1,2156.0,6,BAL|CHP|FRZ|LUM|MES,45,44,47,0,1
